symbol,2023-01-02,change,2023-01-03,change,2023-01-04,change,2023-01-05,change,2023-01-06,change,2023-01-09,change,2023-01-10,change,2023-01-11,change,2023-01-12,change,2023-01-13,change,2023-01-16,change,2023-01-17,change,2023-01-18,change,2023-01-19,change,2023-01-20,change,2023-01-23,change,2023-01-24,change,2023-01-25,change,2023-01-26,change,2023-01-27,change,2023-01-30,change,2023-01-31,change,2023-02-01,change,2023-02-02,change,2023-02-03,change,2023-02-06,change,2023-02-07,change,2023-02-08,change,2023-02-09,change,2023-02-10,change,2023-02-13,change,2023-02-14,change,2023-02-15,change,2023-02-16,change,2023-02-17,change,2023-02-20,change,2023-02-21,change,2023-02-22,change,2023-02-23,change,2023-02-24,change,2023-02-27,change,2023-02-28,change,2023-03-01,change,2023-03-02,change,2023-03-03,change,2023-03-06,change,2023-03-07,change,2023-03-08,change,2023-03-09,change,2023-03-10,change,2023-03-13,change,2023-03-14,change,2023-03-15,change,2023-03-16,change,2023-03-17,change,2023-03-20,change,2023-03-21,change,2023-03-22,change,2023-03-23,change,2023-03-24,change,2023-03-27,change,2023-03-28,change,2023-03-29,change,2023-03-30,change,2023-03-31,change,2023-04-03,change,2023-04-04,change,2023-04-05,change,2023-04-06,change,2023-04-07,change,2023-04-10,change,2023-04-11,change,2023-04-12,change,2023-04-13,change,2023-04-14,change,2023-04-17,change,2023-04-18,change,2023-04-19,change,2023-04-20,change,2023-04-21,change,2023-04-24,change,2023-04-25,change,2023-04-26,change,2023-04-27,change,2023-04-28,change,2023-05-01,change,2023-05-02,change,2023-05-03,change,2023-05-04,change,2023-05-05,change,2023-05-08,change,2023-05-09,change,2023-05-10,change,2023-05-11,change,2023-05-12,change,2023-05-15,change,2023-05-16,change,2023-05-17,change,2023-05-18,change,2023-05-19,change,2023-05-22,change,2023-05-23,change,2023-05-24,change,2023-05-25,change,2023-05-26,change,2023-05-29,change,2023-05-30,change,2023-05-31,change,2023-06-01,change,2023-06-02,change,2023-06-05,change,2023-06-06,change,2023-06-07,change,2023-06-08,change,2023-06-09,change,2023-06-12,change,2023-06-13,change,2023-06-14,change,2023-06-15,change,2023-06-16,change,2023-06-19,change,2023-06-20,change,2023-06-21,change,2023-06-22,change,2023-06-23,change,2023-06-26,change,2023-06-27,change,2023-06-28,change,2023-06-29,change,2023-06-30,change,2023-07-03,change,2023-07-04,change,2023-07-05,change,2023-07-06,change,2023-07-07,change,2023-07-10,change,2023-07-11,change,2023-07-12,change,2023-07-13,change,2023-07-14,change,2023-07-17,change,2023-07-18,change,2023-07-19,change,2023-07-20,change,2023-07-21,change,2023-07-24,change,2023-07-25,change,2023-07-26,change,2023-07-27,change,2023-07-28,change,2023-07-31,change,2023-08-01,change,2023-08-02,change,2023-08-03,change,2023-08-04,change,2023-08-07,change,2023-08-08,change,2023-08-09,change,2023-08-10,change,2023-08-11,change,2023-08-14,change
GLENMARK,427.7,0.0,434.7,1.64,428.45,0.18,434.35,1.55,423.0,-1.1,426.25,-0.34,430.55,0.67,424.75,-0.69,421.9,-1.36,420.15,-1.77,420.1,-1.78,416.55,-2.61,419.15,-2.0,421.3,-1.5,417.9,-2.29,418.7,-2.1,413.1,-3.41,398.85,-6.75,-,-6.75,381.25,-10.86,371.15,-13.22,384.0,-10.22,382.7,-10.52,389.1,-9.03,385.8,-9.8,399.05,-6.7,392.45,-8.24,396.75,-7.24,394.3,-7.81,400.4,-6.38,422.6,-1.19,429.65,0.46,429.65,0.46,435.15,1.74,435.95,1.93,432.6,1.15,435.6,1.85,442.9,3.55,448.2,4.79,438.55,2.54,432.45,1.11,428.75,0.25,429.1,0.33,419.05,-2.02,416.45,-2.63,421.15,-1.53,-,-1.53,425.9,-0.42,425.05,-0.62,428.65,0.22,425.85,-0.43,415.8,-2.78,428.15,0.11,432.55,1.13,440.85,3.07,444.85,4.01,436.4,2.03,435.9,1.92,436.75,2.12,425.7,-0.47,439.35,2.72,449.55,5.11,445.45,4.15,-,4.15,464.7,8.65,479.5,12.11,-,12.11,479.9,12.2,482.1,12.72,-,12.72,487.85,14.06,485.5,13.51,491.45,14.91,490.25,14.62,-,14.62,490.3,14.64,504.95,18.06,512.0,19.71,512.15,19.75,511.6,19.62,516.85,20.84,518.15,21.15,521.25,21.87,551.15,28.86,563.45,31.74,-,31.74,543.9,27.17,541.15,26.53,546.95,27.88,551.0,28.83,568.95,33.03,559.2,30.75,569.95,33.26,580.15,35.64,612.95,43.31,607.95,42.14,607.85,42.12,608.85,42.35,604.1,41.24,624.3,45.97,606.0,41.69,609.0,42.39,608.55,42.28,607.4,42.02,591.4,38.27,594.5,39.0,595.45,39.22,597.75,39.76,609.6,42.53,614.15,43.59,618.05,44.51,631.5,47.65,663.05,55.03,648.4,51.6,636.05,48.71,638.55,49.3,649.0,51.74,637.45,49.04,642.45,50.21,642.45,50.21,640.4,49.73,643.85,50.54,643.05,50.35,627.7,46.76,633.0,48.0,645.4,50.9,655.7,53.31,655.7,53.31,-,53.31,676.0,58.05,659.45,54.19,649.65,51.89,664.0,55.25,668.25,56.24,689.25,61.15,663.8,55.2,670.6,56.79,676.65,58.21,683.25,59.75,702.1,64.16,702.4,64.23,721.15,68.61,720.1,68.37,740.65,73.17,753.15,76.09,788.3,84.31,784.05,83.32,806.3,88.52,822.35,92.27,798.75,86.75,787.85,84.21,788.2,84.29,780.65,82.52,792.15,85.21,803.55,87.88,816.0,90.79,824.85,92.86,828.6,93.73,810.4,89.48,801.35,87.36,797.65,86.5
POLYCAB,2580.0,0.0,2590.9,0.42,2596.6,0.64,2648.45,2.65,2620.35,1.56,2653.7,2.86,2680.8,3.91,2671.1,3.53,2677.05,3.76,2663.7,3.24,2673.55,3.63,2717.35,5.32,2753.6,6.73,2828.6,9.64,2761.2,7.02,2800.45,8.54,2817.35,9.2,2817.7,9.21,-,9.21,2777.3,7.65,2819.2,9.27,2921.25,13.23,2995.4,16.1,3001.5,16.34,2949.15,14.31,2965.65,14.95,2987.4,15.79,2978.85,15.46,2995.7,16.11,2985.0,15.7,2947.55,14.25,2981.85,15.58,3006.45,16.53,3046.1,18.07,3014.8,16.85,3002.65,16.38,3041.35,17.88,3013.25,16.79,3069.65,18.98,3072.85,19.1,2995.95,16.12,3081.35,19.43,3115.9,20.77,3065.95,18.84,3069.2,18.96,3065.55,18.82,-,18.82,3092.1,19.85,3084.2,19.54,2946.95,14.22,2894.45,12.19,2883.6,11.77,2928.25,13.5,2877.3,11.52,2884.4,11.8,2864.45,11.03,2864.0,11.01,2878.5,11.57,2860.7,10.88,2818.6,9.25,2779.2,7.72,2798.35,8.46,2856.45,10.72,-,10.72,2880.05,11.63,2960.2,14.74,-,14.74,2937.85,13.87,2919.25,13.15,-,13.15,2975.0,15.31,3045.5,18.04,3051.05,18.26,3084.25,19.54,-,19.54,3097.8,20.07,3095.75,19.99,3138.85,21.66,3129.2,21.29,3111.65,20.61,3142.45,21.8,3151.7,22.16,3177.8,23.17,3189.0,23.6,3205.35,24.24,-,24.24,3249.95,25.97,3291.65,27.58,3269.05,26.71,3314.75,28.48,3262.9,26.47,3222.0,24.88,3209.25,24.39,3235.25,25.4,3388.95,31.35,3381.2,31.05,3426.3,32.8,3437.7,33.24,3405.4,31.99,3441.0,33.37,3431.35,33.0,3374.95,30.81,3402.55,31.88,3413.7,32.31,3408.65,32.12,3412.3,32.26,3482.7,34.99,3423.5,32.69,3482.4,34.98,3551.75,37.66,3594.7,39.33,3595.45,39.36,3538.05,37.13,3511.6,36.11,3547.5,37.5,3534.1,36.98,3583.9,38.91,3587.8,39.06,3559.0,37.95,3574.7,38.55,3529.65,36.81,3542.45,37.3,3418.35,32.49,3483.95,35.04,3427.65,32.85,3466.35,34.35,3475.1,34.69,3475.1,34.69,-,34.69,3551.15,37.64,3522.85,36.54,3509.55,36.03,3552.7,37.7,3560.75,38.01,3508.2,35.98,3546.7,37.47,3774.8,46.31,3800.5,47.31,3815.15,47.87,3874.35,50.17,3914.65,51.73,4128.15,60.01,4308.85,67.01,4717.35,82.84,4586.8,77.78,4698.45,82.11,4693.4,81.91,4673.85,81.16,4701.0,82.21,4745.75,83.94,4816.8,86.7,4630.2,79.47,4588.05,77.83,4614.9,78.87,4614.9,78.87,4599.35,78.27,4671.6,81.07,4683.9,81.55,4584.65,77.7,4659.45,80.6,4744.7,83.9
AUROPHARMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.4,0.0,511.45,0.01,509.65,-0.34,-,-0.34,518.1,1.31,520.35,1.75,-,1.75,521.5,1.97,535.1,4.63,-,4.63,540.75,5.74,542.65,6.11,561.6,9.82,565.95,10.67,-,10.67,558.55,9.22,577.45,12.92,587.35,14.85,580.75,13.56,588.1,15.0,589.65,15.3,600.5,17.42,613.45,19.96,617.45,20.74,617.0,20.65,-,20.65,617.3,20.71,616.55,20.56,612.5,19.77,599.05,17.14,618.95,21.03,614.15,20.09,618.8,21.0,606.4,18.58,609.2,19.12,613.65,19.99,641.45,25.43,619.6,21.16,599.8,17.29,590.05,15.38,602.75,17.86,603.5,18.01,603.7,18.05,605.0,18.3,614.85,20.23,611.3,19.53,650.75,27.25,658.6,28.78,658.7,28.8,662.5,29.55,658.9,28.84,664.0,29.84,672.0,31.4,668.5,30.72,669.4,30.9,663.7,29.78,681.6,33.28,669.75,30.96,685.4,34.02,682.6,33.48,678.05,32.59,680.95,33.15,682.0,33.36,671.65,31.34,699.15,36.71,721.35,41.05,718.2,40.44,718.2,40.44,-,40.44,727.35,42.23,712.4,39.3,712.65,39.35,731.6,43.06,761.3,48.87,745.6,45.8,735.5,43.82,736.4,44.0,735.05,43.73,724.4,41.65,738.95,44.5,736.85,44.08,753.1,47.26,751.1,46.87,772.6,51.08,779.55,52.43,785.3,53.56,787.75,54.04,789.45,54.37,835.55,63.38,837.0,63.67,822.25,60.78,818.5,60.05,816.2,59.6,840.35,64.32,841.55,64.56,868.25,69.78,867.8,69.69,879.25,71.93,873.75,70.85,863.15,68.78,871.65,70.44
PFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.15,0.0,161.75,4.25,-,4.25,168.4,8.54,168.15,8.38,167.05,7.67,163.45,5.35,161.05,3.8,160.85,3.67,158.15,1.93,155.9,0.48,150.85,-2.77,154.15,-0.64,154.1,-0.68,152.35,-1.8,148.15,-4.51,148.9,-4.03,146.7,-5.45,151.15,-2.58,-,-2.58,151.75,-2.19,155.05,-0.06,-,-0.06,156.7,1.0,157.35,1.42,-,1.42,166.4,7.25,169.2,9.06,165.9,6.93,161.6,4.16,-,4.16,165.4,6.61,161.75,4.25,161.55,4.13,160.0,3.13,156.7,1.0,160.8,3.64,162.2,4.54,165.35,6.57,164.85,6.25,169.9,9.51,-,9.51,173.6,11.89,170.45,9.86,174.4,12.41,168.85,8.83,170.75,10.05,166.5,7.32,165.3,6.54,164.6,6.09,164.65,6.12,171.15,10.31,167.3,7.83,164.35,5.93,164.85,6.25,165.65,6.77,166.3,7.19,165.75,6.83,166.5,7.32,170.6,9.96,170.45,9.86,174.3,12.34,181.15,16.76,182.4,17.56,183.2,18.08,190.45,22.75,193.65,24.81,194.5,25.36,196.45,26.62,196.85,26.88,198.7,28.07,202.15,30.29,203.05,30.87,201.05,29.58,200.9,29.49,197.1,27.04,197.25,27.14,203.95,31.45,208.8,34.58,203.25,31.0,200.15,29.0,199.85,28.81,207.85,33.97,207.85,33.97,-,33.97,215.9,39.16,219.75,41.64,221.25,42.6,223.3,43.93,223.65,44.15,221.3,42.64,224.5,44.7,227.1,46.37,227.25,46.47,224.65,44.8,224.6,44.76,223.4,43.99,221.7,42.89,226.4,45.92,226.2,45.79,227.0,46.31,239.75,54.53,238.25,53.56,242.7,56.43,253.35,63.29,255.85,64.9,261.4,68.48,258.85,66.84,256.3,65.19,260.15,67.68,258.6,66.68,266.85,71.99,269.0,73.38,270.05,74.06,267.05,72.12,264.05,70.19,264.05,70.19
ZYDUSLIFE,420.1,0.0,424.65,1.08,423.85,0.89,432.3,2.9,430.7,2.52,444.05,5.7,457.35,8.87,452.35,7.68,448.15,6.68,441.35,5.06,439.1,4.52,431.45,2.7,443.45,5.56,441.85,5.18,438.2,4.31,444.3,5.76,437.1,4.05,426.65,1.56,-,1.56,430.3,2.43,427.95,1.87,431.55,2.73,435.45,3.65,432.85,3.03,434.65,3.46,470.15,11.91,479.45,14.13,474.0,12.83,474.4,12.93,473.5,12.71,471.45,12.22,473.05,12.6,469.3,11.71,477.3,13.62,470.65,12.03,464.45,10.56,468.45,11.51,464.25,10.51,467.85,11.37,466.45,11.03,456.05,8.56,465.8,10.88,473.55,12.72,466.75,11.1,472.95,12.58,476.15,13.34,-,13.34,471.45,12.22,468.7,11.57,474.9,13.04,466.2,10.97,470.55,12.01,473.4,12.69,479.65,14.18,477.35,13.63,476.2,13.35,478.35,13.87,478.65,13.94,482.3,14.81,480.7,14.43,481.9,14.71,484.75,15.39,490.35,16.72,-,16.72,491.55,17.01,492.4,17.21,-,17.21,493.1,17.38,494.15,17.63,-,17.63,496.5,18.19,501.0,19.26,504.6,20.11,503.65,19.89,-,19.89,502.1,19.52,515.9,22.8,517.1,23.09,513.7,22.28,518.75,23.48,516.95,23.05,518.65,23.46,516.7,22.99,514.65,22.51,519.9,23.76,-,23.76,516.95,23.05,520.75,23.96,520.05,23.79,517.0,23.07,525.4,25.07,524.95,24.96,525.6,25.11,513.75,22.29,513.6,22.26,517.75,23.24,516.1,22.85,518.8,23.49,508.05,20.94,494.7,17.76,506.25,20.51,507.45,20.79,503.95,19.96,505.7,20.38,508.25,20.98,512.05,21.89,505.75,20.39,502.3,19.57,513.4,22.21,518.0,23.3,510.1,21.42,515.45,22.7,515.1,22.61,512.95,22.1,507.75,20.86,510.0,21.4,517.65,23.22,532.35,26.72,549.15,30.72,551.05,31.17,554.15,31.91,556.05,32.36,560.1,33.33,552.9,31.61,557.1,32.61,561.8,33.73,570.7,35.85,570.7,35.85,-,35.85,583.05,38.79,578.4,37.68,574.1,36.66,585.0,39.25,588.1,39.99,582.25,38.6,581.6,38.44,584.85,39.22,593.4,41.25,591.45,40.79,595.35,41.72,603.05,43.55,602.05,43.31,607.5,44.61,617.55,47.0,613.2,45.97,613.8,46.11,621.75,48.0,622.75,48.24,649.5,54.61,640.5,52.46,632.25,50.5,633.9,50.89,628.6,49.63,640.0,52.34,649.75,54.67,655.2,55.96,655.35,56.0,661.55,57.47,657.85,56.59,650.95,54.95,641.65,52.74
TRENT,1342.15,0.0,1347.4,0.39,1307.4,-2.59,1279.9,-4.64,1248.15,-7.0,1219.75,-9.12,1223.65,-8.83,1210.7,-9.79,1209.5,-9.88,1205.4,-10.19,1197.4,-10.78,1193.1,-11.11,1222.8,-8.89,1198.3,-10.72,1182.3,-11.91,1177.25,-12.29,1202.75,-10.39,1212.1,-9.69,-,-9.69,1176.3,-12.36,1180.35,-12.06,1196.6,-10.84,1216.0,-9.4,1210.6,-9.8,1235.65,-7.94,1230.1,-8.35,1213.15,-9.61,1236.05,-7.91,1341.9,-0.02,1328.8,-0.99,1306.45,-2.66,1320.6,-1.61,1347.45,0.39,1363.1,1.56,1360.65,1.38,1343.85,0.13,1338.1,-0.3,1343.85,0.13,1328.2,-1.04,1305.55,-2.73,1288.85,-3.97,1278.15,-4.77,1291.5,-3.77,1284.95,-4.26,1304.9,-2.78,1325.4,-1.25,-,-1.25,1342.55,0.03,1335.0,-0.53,1341.0,-0.09,1324.1,-1.34,1337.8,-0.32,1321.25,-1.56,1336.35,-0.43,1356.2,1.05,1344.45,0.17,1321.55,-1.53,1329.5,-0.94,1345.15,0.22,1310.05,-2.39,1328.45,-1.02,1291.15,-3.8,1335.85,-0.47,-,-0.47,1374.95,2.44,1357.4,1.14,-,1.14,1364.8,1.69,1367.25,1.87,-,1.87,1358.7,1.23,1354.15,0.89,1363.25,1.57,1361.8,1.46,-,1.46,1363.3,1.58,1361.1,1.41,1359.4,1.29,1393.7,3.84,1383.35,3.07,1384.0,3.12,1381.3,2.92,1373.5,2.34,1382.3,2.99,1367.75,1.91,-,1.91,1406.5,4.79,1390.15,3.58,1404.95,4.68,1416.8,5.56,1421.5,5.91,1432.95,6.77,1440.65,7.34,1471.4,9.63,1486.15,10.73,1511.3,12.6,1500.2,11.78,1505.55,12.17,1490.7,11.07,1493.1,11.25,1496.25,11.48,1503.65,12.03,1498.5,11.65,1515.25,12.9,1530.2,14.01,1537.9,14.58,1558.35,16.11,1560.45,16.26,1562.4,16.41,1597.3,19.01,1599.05,19.14,1602.65,19.41,1602.85,19.42,1588.6,18.36,1598.4,19.09,1595.35,18.87,1685.65,25.59,1711.2,27.5,1685.05,25.55,1714.25,27.72,1708.45,27.29,1719.45,28.11,1700.8,26.72,1710.7,27.46,1724.95,28.52,1753.65,30.66,1742.85,29.86,1742.85,29.86,-,29.86,1764.15,31.44,1751.55,30.5,1736.35,29.37,1731.7,29.02,1754.3,30.71,1702.85,26.87,1676.65,24.92,1693.05,26.14,1687.95,25.76,1666.0,24.13,1687.65,25.74,1694.3,26.24,1690.3,25.94,1716.45,27.89,1714.75,27.76,1713.9,27.7,1709.2,27.35,1709.45,27.37,1706.6,27.15,1709.05,27.34,1730.65,28.95,1757.1,30.92,1707.6,27.23,1690.9,25.98,1687.45,25.73,1700.95,26.73,1689.8,25.9,1713.7,27.68,1787.9,33.21,1895.45,41.22,1885.8,40.51,1929.6,43.77
IDFC,84.45,0.0,84.75,0.36,83.15,-1.54,84.0,-0.53,82.95,-1.78,84.2,-0.3,83.45,-1.18,84.6,0.18,83.6,-1.01,85.35,1.07,87.95,4.14,86.7,2.66,87.3,3.37,87.15,3.2,87.2,3.26,87.0,3.02,85.85,1.66,83.0,-1.72,-,-1.72,81.6,-3.37,81.5,-3.49,85.75,1.54,84.35,-0.12,88.9,5.27,88.55,4.85,91.55,8.41,90.95,7.7,91.6,8.47,91.1,7.87,90.8,7.52,77.8,-7.87,77.3,-8.47,77.15,-8.64,77.3,-8.47,75.85,-10.18,75.8,-10.24,75.05,-11.13,73.6,-12.85,74.35,-11.96,74.9,-11.31,74.45,-11.84,76.0,-10.01,77.6,-8.11,78.15,-7.46,79.05,-6.39,80.1,-5.15,-,-5.15,81.2,-3.85,80.3,-4.91,78.25,-7.34,76.55,-9.35,76.6,-9.3,76.55,-9.35,77.7,-7.99,78.0,-7.64,76.6,-9.3,79.15,-6.28,81.1,-3.97,80.35,-4.85,78.9,-6.57,77.45,-8.29,77.4,-8.35,78.9,-6.57,-,-6.57,78.55,-6.99,79.2,-6.22,-,-6.22,78.65,-6.87,79.55,-5.8,-,-5.8,77.05,-8.76,77.25,-8.53,77.4,-8.35,77.55,-8.17,-,-8.17,78.4,-7.16,80.35,-4.85,80.55,-4.62,81.5,-3.49,82.15,-2.72,83.5,-1.12,83.45,-1.18,84.2,-0.3,85.1,0.77,87.8,3.97,-,3.97,90.65,7.34,91.15,7.93,89.9,6.45,89.4,5.86,90.35,6.99,90.2,6.81,89.55,6.04,89.85,6.39,89.65,6.16,92.05,9.0,91.6,8.47,91.2,7.99,90.85,7.58,90.55,7.22,90.8,7.52,91.4,8.23,91.45,8.29,94.45,11.84,95.1,12.61,96.5,14.27,99.15,17.41,99.2,17.47,99.4,17.7,98.9,17.11,100.0,18.41,102.0,20.78,102.55,21.43,101.0,19.6,101.35,20.01,102.55,21.43,104.8,24.1,103.5,22.56,105.6,25.04,108.3,28.24,106.9,26.58,105.5,24.93,102.8,21.73,99.9,18.29,98.3,16.4,100.0,18.41,102.1,20.9,102.1,20.9,-,20.9,102.7,21.61,109.2,29.31,111.2,31.68,114.3,35.35,113.7,34.64,111.35,31.85,110.3,30.61,114.8,35.94,115.05,36.23,112.6,33.33,113.85,34.81,112.45,33.16,111.15,31.62,112.35,33.04,112.1,32.74,113.35,34.22,113.75,34.7,113.95,34.93,116.2,37.6,113.55,34.46,115.6,36.89,118.75,40.62,120.2,42.33,117.85,39.55,118.4,40.2,118.6,40.44,119.45,41.44,118.85,40.73,119.35,41.33,118.35,40.14,118.25,40.02,118.55,40.38
ITC,325.68,0.0,323.96,-0.53,319.95,-1.76,326.26,0.18,327.83,0.66,330.76,1.56,326.21,0.16,324.65,-0.32,322.74,-0.9,321.66,-1.23,323.08,-0.8,325.09,-0.18,327.44,0.54,324.99,-0.21,327.39,0.53,330.47,1.47,331.64,1.83,331.94,1.92,-,1.92,338.54,3.95,337.37,3.59,344.76,5.86,353.61,8.58,370.44,13.74,372.45,14.36,375.14,15.19,365.2,12.13,367.46,12.83,366.18,12.44,363.35,11.57,366.13,12.42,378.12,16.1,379.86,16.64,380.21,16.74,381.05,17.0,381.7,17.2,379.91,16.65,381.5,17.14,385.23,18.28,382.74,17.52,379.86,16.64,374.39,14.96,376.38,15.57,373.25,14.61,382.59,17.47,385.77,18.45,-,18.45,390.0,19.75,385.13,18.25,385.62,18.4,381.3,17.08,377.37,15.87,377.08,15.78,379.11,16.41,373.25,14.61,376.48,15.6,374.64,15.03,375.44,15.28,378.32,16.16,376.38,15.57,377.87,16.02,377.42,15.89,380.41,16.8,-,16.8,381.15,17.03,376.58,15.63,-,15.63,384.03,17.92,384.98,18.21,-,18.21,386.17,18.57,393.58,20.85,391.14,20.1,393.18,20.73,-,20.73,397.7,22.11,396.06,21.61,396.31,21.69,397.85,22.16,405.75,24.59,406.2,24.72,409.03,25.59,409.73,25.81,413.45,26.95,422.94,29.86,-,29.86,421.85,29.53,424.53,30.35,422.0,29.58,426.12,30.84,428.81,31.67,421.2,29.33,422.75,29.81,417.83,28.29,417.88,28.31,425.18,30.55,421.35,29.38,424.98,30.49,417.13,28.08,417.28,28.13,422.15,29.62,426.52,30.96,430.85,32.29,438.45,34.63,440.88,35.37,446.35,37.05,449.9,38.14,445.5,36.79,439.7,35.01,443.4,36.15,440.65,35.3,442.8,35.96,443.95,36.31,442.9,35.99,438.45,34.63,436.95,34.17,445.4,36.76,444.5,36.48,448.1,37.59,453.1,39.12,453.6,39.28,452.85,39.05,447.05,37.27,447.65,37.45,444.75,36.56,445.7,36.85,445.1,36.67,445.1,36.67,-,36.67,451.6,38.66,463.25,42.24,466.35,43.19,475.1,45.88,473.9,45.51,468.4,43.82,465.85,43.04,473.15,45.28,472.3,45.02,472.0,44.93,472.9,45.2,472.35,45.04,472.5,45.08,478.85,47.03,492.15,51.11,490.45,50.59,471.35,44.73,462.3,41.95,472.25,45.0,465.05,42.79,468.45,43.84,465.7,42.99,464.8,42.72,460.1,41.27,456.05,40.03,454.95,39.69,454.9,39.68,452.35,38.89,458.65,40.83,451.75,38.71,448.75,37.79,449.2,37.93
DRREDDY,4235.05,0.0,4238.35,0.08,4253.5,0.44,4297.5,1.47,4271.75,0.87,4334.0,2.34,4288.7,1.27,4261.9,0.63,4310.6,1.78,4320.4,2.02,4326.05,2.15,4351.75,2.76,4364.35,3.05,4332.2,2.29,4350.6,2.73,4337.85,2.43,4252.75,0.42,4200.95,-0.81,-,-0.81,4314.0,1.86,4328.8,2.21,4324.15,2.1,4351.5,2.75,4370.1,3.19,4358.35,2.91,4349.55,2.7,4440.25,4.85,4487.8,5.97,4487.5,5.96,4499.6,6.25,4524.7,6.84,4538.4,7.16,4519.85,6.72,4519.3,6.71,4510.35,6.5,4474.8,5.66,4486.15,5.93,4476.7,5.71,4449.6,5.07,4491.1,6.05,4421.0,4.39,4316.6,1.93,4344.2,2.58,4390.6,3.67,4437.95,4.79,4439.2,4.82,-,4.82,4426.25,4.51,4380.95,3.45,4395.55,3.79,4370.4,3.2,4349.55,2.7,4394.5,3.77,4383.75,3.51,4436.15,4.75,4439.45,4.83,4419.35,4.35,4474.95,5.66,4446.95,5.0,4464.15,5.41,4485.65,5.92,4526.8,6.89,4567.8,7.86,-,7.86,4622.75,9.15,4656.5,9.95,-,9.95,4682.8,10.57,4699.4,10.96,-,10.96,4759.65,12.39,4763.35,12.47,4881.0,15.25,4852.9,14.59,-,14.59,4852.3,14.57,4912.4,15.99,4909.35,15.92,4858.2,14.71,4868.75,14.96,4806.1,13.48,4833.3,14.13,4845.1,14.4,4918.55,16.14,4929.85,16.41,-,16.41,4950.4,16.89,4952.25,16.93,4968.0,17.31,4942.5,16.7,4907.1,15.87,4933.25,16.49,4867.3,14.93,4532.0,7.01,4466.1,5.46,4518.55,6.69,4515.05,6.61,4481.5,5.82,4423.1,4.44,4391.95,3.7,4457.65,5.26,4460.55,5.32,4519.25,6.71,4503.95,6.35,4530.95,6.99,4556.25,7.58,4518.9,6.7,4501.05,6.28,4552.05,7.49,4610.45,8.86,4603.55,8.7,4636.65,9.48,4673.75,10.36,4649.4,9.78,4666.8,10.19,4675.65,10.4,4702.0,11.03,4699.0,10.96,4803.45,13.42,4915.05,16.06,4879.0,15.21,4901.2,15.73,4910.4,15.95,4899.45,15.69,4993.9,17.92,5041.6,19.04,5025.6,18.67,5025.6,18.67,-,18.67,5159.6,21.83,5098.3,20.38,5188.4,22.51,5178.35,22.27,5231.8,23.54,5182.5,22.37,5154.95,21.72,5165.85,21.98,5189.0,22.53,5142.45,21.43,5092.05,20.24,5229.75,23.49,5191.0,22.57,5221.35,23.29,5339.3,26.07,5288.2,24.87,5391.7,27.31,5425.4,28.11,5475.65,29.29,5507.0,30.03,5583.0,31.83,5640.45,33.18,5667.05,33.81,5660.45,33.66,5659.5,33.63,5649.55,33.4,5630.7,32.95,5657.95,33.6,5871.0,38.63,5851.15,38.16,5823.0,37.5,5823.35,37.5
